,id,title,crit_score,user_score,PC,PlayStation,PlayStation2,PlayStation3,PlayStation4,Xbox,Xbox360,XboxOne,genre,release_year,is_mult,is_single
3450,3450,god-of-war-iii,92.0,8.8,0,0,0,1,1,0,0,0,Hack and slash/Beat 'em up,2010,0,1
3451,3451,god-of-war-iii-remastered,81.0,8.1,0,0,0,0,1,0,0,0,Hack and slash/Beat 'em up,2015,0,1
3452,3452,god-of-war-origins-collection,84.0,8.6,0,0,0,1,0,0,0,0,Adventure,2011,0,0
3455,3455,gods-will-be-watching,64.0,6.4,1,0,0,0,0,0,0,0,Adventure,2013,0,1
3456,3456,god-wars-future-past,74.0,6.7,0,0,0,0,1,0,0,0,Role-playing (RPG),2017,0,1
3457,3457,god-wars-the-complete-legend,70.0,7.1,0,0,0,0,1,0,0,0,Adventure,2018,0,1
3459,3459,godzilla-destroy-all-monsters-melee,73.0,7.4,0,0,0,0,0,1,0,0,Fighting,2002,0,1
3461,3461,godzilla-save-the-earth,63.0,8.2,0,0,1,0,0,1,0,0,Fighting,2004,0,1
3462,3462,godzilla-unleashed,38.0,6.6,0,0,1,0,0,0,0,0,Fighting,2007,0,1
3464,3464,goetia,79.0,7.1,1,0,0,0,0,0,0,0,Adventure,2016,0,1
3465,3465,go-go-break-steady,68.0,7.4,0,0,0,0,0,0,1,0,Music,2008,0,1
3469,3469,golden-axe,68.0,8.4,0,0,0,1,0,1,0,0,Arcade,1989,1,1
3470,3470,golden-axe-beast-rider,45.0,5.8,0,0,0,1,0,0,1,0,Adventure,2008,0,1
3472,3472,goldeneye-007-reloaded,72.0,6,0,0,0,1,0,0,1,0,Shooter,2011,1,1
3473,3473,goldeneye-rogue-agent,61.0,6.9,0,0,1,0,0,1,0,0,Shooter,2004,0,1
3477,3477,golem,59.0,7.2,0,0,0,0,1,0,0,0,Adventure,2018,0,1
3479,3479,golf-peaks,78.0,7.7,1,0,0,0,0,0,0,0,Indie,2018,0,1
3481,3481,golf-tee-it-up,69.0,8.4,0,0,0,0,0,1,0,0,Arcade,2008,1,1
3482,3482,goliath,57.0,6.9,1,0,0,0,0,0,0,0,Adventure,2016,0,1
3483,3483,gomo,50.0,4.9,1,0,0,0,0,0,0,0,Adventure,2013,0,1
3484,3484,gone-home,86.0,5.4,1,0,0,0,1,0,0,1,Adventure,2013,0,1
3485,3485,gone-home-console-edition,85.0,4.6,0,0,0,0,0,0,0,1,Adventure,2016,0,0
3486,3486,gonner,79.0,7.6,1,0,0,0,1,0,0,0,Adventure,2016,0,1
3487,3487,goodbye-deponia,80.0,7.8,1,0,0,0,0,0,0,0,Adventure,2013,0,1
3491,3491,gore-ultimate-soldier,58.0,7.2,1,0,0,0,0,0,0,0,Shooter,2002,0,0
3492,3492,gorogoa,84.0,8.4,1,0,0,0,1,0,0,1,Adventure,2017,0,1
3494,3494,go-sudoku,63.0,5.3,0,0,0,1,0,0,0,0,Puzzle,2006,0,0
3496,3496,gotham-city-impostors,72.0,7,1,0,0,1,0,1,0,0,Shooter,2012,1,0
3497,3497,gothic,81.0,8.7,1,0,0,0,0,0,0,0,Adventure,2001,0,1
3498,3498,gothic-3,63.0,7.5,1,0,0,0,0,0,0,0,Adventure,2006,0,1
3499,3499,gothic-3-forsaken-gods,44.0,3.3,1,0,0,0,0,0,0,0,Role-playing (RPG),2008,0,1
3500,3500,gothic-ii,79.0,9,1,0,0,0,0,0,0,0,Adventure,2002,0,1
3502,3502,grabbed-by-the-ghoulies,66.0,7.5,0,0,0,0,0,1,0,0,Adventure,2003,0,1
3503,3503,graceful-explosion-machine,77.0,7.9,0,1,0,0,0,0,0,0,Arcade,2017,0,1
3504,3504,gradius-collection,76.0,8.6,0,1,0,0,0,0,0,0,Shooter,2006,1,1
3508,3508,gradius-v,82.0,8.7,0,0,1,1,0,0,0,0,Shooter,2004,0,1
3509,3509,graffiti-kingdom,71.0,7.1,0,0,1,0,0,0,0,0,Adventure,2004,0,1
3510,3510,granblue-fantasy-versus,78.0,6.1,1,0,0,0,1,0,0,0,Fighting,2020,1,1
3511,3511,grand-ages-medieval,64.0,6.5,1,0,0,0,1,0,0,0,Real Time Strategy (RTS),2015,1,1
3512,3512,grand-ages-rome,72.0,7.7,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2009,1,1
3513,3513,grandia,89.0,7.6,0,1,0,0,0,0,0,0,Role-playing (RPG),1997,0,1
3515,3515,grandia-ii,90.0,8.7,1,0,1,0,0,0,0,0,Role-playing (RPG),2000,0,1
3517,3517,grandia-iii,77.0,8.5,0,0,1,0,0,0,0,0,Adventure,2005,0,1
3518,3518,grandia-xtreme,68.0,7.1,0,0,1,0,0,0,0,0,Adventure,2002,0,0
3519,3519,grand-kingdom,78.0,7.3,0,0,0,0,1,0,0,0,Role-playing (RPG),2015,1,1
3520,3520,grand-prix-3,87.0,7.2,1,0,0,0,0,0,0,0,Racing,2000,1,1
3521,3521,grand-prix-challenge,76.0,8.3,0,0,1,0,0,0,0,0,Racing,2003,0,0
3523,3523,grand-slam-tennis-2,73.0,5.4,0,0,0,1,0,0,1,0,Sport,2012,0,1
3524,3524,grand-theft-auto,68.0,7.1,1,1,0,0,0,0,0,0,Adventure,1997,1,1
3525,3525,grand-theft-auto-2,70.0,7.9,1,1,0,0,0,0,0,0,Racing,1999,1,1
3526,3526,grand-theft-auto-chinatown-wars,93.0,8.2,0,1,0,0,0,0,0,0,Adventure,2009,1,1
3528,3528,grand-theft-auto-iii,97.0,8.4,1,0,1,0,1,1,0,0,Adventure,2001,0,1
3529,3529,grand-theft-auto-iv,98.0,7.6,1,0,0,1,0,0,1,0,Adventure,2008,1,1
3530,3530,grand-theft-auto-iv-the-ballad-of-gay-tony,89.0,8.5,1,0,0,1,0,0,1,0,Fighting,2009,1,1
3531,3531,grand-theft-auto-iv-the-lost-and-damned,90.0,8,1,0,0,1,0,0,1,0,Adventure,2009,1,1
3532,3532,grand-theft-auto-liberty-city-stories,88.0,7.7,0,0,1,0,0,0,0,0,Adventure,2005,1,1
3534,3534,grand-theft-auto-san-andreas,95.0,9,1,0,1,1,1,0,1,0,Adventure,2004,0,1
3535,3535,grand-theft-auto-v,97.0,7.8,1,0,0,1,1,0,1,1,Adventure,2013,1,1
3536,3536,grand-theft-auto-vice-city,95.0,8.8,1,0,1,0,1,1,0,0,Adventure,2002,0,1
3537,3537,grand-theft-auto-vice-city-stories,86.0,8.2,0,0,1,0,0,0,0,0,Adventure,2006,1,1
3538,3538,gran-turismo,96.0,8.6,0,1,0,0,0,0,0,0,Racing,1997,1,1
3539,3539,gran-turismo-2,93.0,9,0,1,0,0,0,0,0,0,Racing,1999,1,1
3540,3540,gran-turismo-3-a-spec,95.0,8.4,0,0,1,0,0,0,0,0,Racing,2001,0,1
3541,3541,gran-turismo-4,89.0,8.7,0,0,1,0,0,0,0,0,Racing,2004,1,1
3542,3542,gran-turismo-5,84.0,7.8,0,0,0,1,0,0,0,0,Racing,2010,1,1
3543,3543,gran-turismo-5-prologue,80.0,7.1,0,0,0,1,0,0,0,0,Racing,2007,1,1
3544,3544,gran-turismo-6,81.0,8,0,0,0,1,0,0,0,0,Racing,2013,1,1
3545,3545,gran-turismo-sport,75.0,6,0,0,0,0,1,0,0,0,Racing,2017,1,1
3547,3547,gratuitous-space-battles,72.0,6.8,1,0,0,0,0,0,0,0,Indie,2009,1,1
3548,3548,gratuitous-tank-battles,69.0,6.7,1,0,0,0,0,0,0,0,Indie,2012,0,1
3549,3549,gravel,67.0,7,1,0,0,0,1,0,0,1,Arcade,2018,1,1
3550,3550,graveyard-keeper,70.0,5.5,1,0,0,0,0,0,0,1,Adventure,2018,0,1
3553,3553,gravity-crash,73.0,7.3,0,0,0,1,0,0,0,0,Arcade,2009,1,1
3554,3554,gravity-crash-ultra,75.0,7.1,0,1,0,0,0,0,0,0,Shooter,2014,0,0
3555,3555,gravity-games-bike-street-vert-dirt,24.0,3.6,0,0,1,0,0,1,0,0,Racing,2002,0,1
3556,3556,gravity-ghost,75.0,7.3,1,1,0,0,0,0,0,0,Indie,2015,0,1
3557,3557,gravity-ghost-deluxe-edition,79.0,2.7,0,0,0,0,1,0,0,0,Adventure,2019,0,1
3558,3558,gravity-rush,83.0,8.5,0,1,0,0,0,0,0,0,Adventure,2012,0,1
3559,3559,gravity-rush-2,80.0,8.1,0,0,0,0,1,0,0,0,Adventure,2017,0,1
3560,3560,gravity-rush-remastered,80.0,8.1,0,0,0,0,1,0,0,0,Adventure,2015,0,1
3561,3561,gray-dawn,71.0,7.5,1,0,0,0,0,0,0,0,Adventure,2018,0,1
3562,3562,gray-matter,72.0,7.6,1,0,0,0,0,0,1,0,Adventure,2010,0,1
3565,3565,greed-corp,79.0,8.4,1,0,0,1,0,0,1,0,Puzzle,2010,1,1
3566,3566,greedfall,78.0,8,1,0,0,0,1,0,0,1,Adventure,2019,0,1
3568,3568,green-day-rock-band,76.0,8.4,0,0,0,1,0,0,1,0,Music,2010,1,1
3569,3569,green-hell,77.0,7.5,1,0,0,0,0,0,0,0,Indie,2019,1,1
3570,3570,green-lantern-rise-of-the-manhunters,61.0,6.5,0,0,0,1,0,0,1,0,Adventure,2011,1,1
3573,3573,gretzky-nhl-2005,66.0,8.7,0,0,1,0,0,0,0,0,Sport,2004,0,0
3574,3574,grey-goo,77.0,7.4,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2015,1,1
3576,3576,grid,87.0,8,1,0,0,0,1,0,0,1,Racing,2019,1,1
3577,3577,grid-2,82.0,6.6,1,0,0,1,0,0,1,0,Arcade,2013,1,1
3578,3578,grid-autosport,79.0,8.3,1,0,0,1,0,0,1,0,Racing,2014,1,1
3579,3579,grim-dawn,83.0,8.5,1,0,0,0,0,0,0,0,Adventure,2016,1,1
3580,3580,grim-fandango,94.0,9.1,1,0,0,0,0,0,0,0,Adventure,1998,0,1
3581,3581,grim-fandango-remastered,84.0,7.3,1,0,0,0,1,0,0,0,Adventure,2015,0,1
3582,3582,grimgrimoire,79.0,8.5,0,0,1,0,0,0,0,0,Real Time Strategy (RTS),2007,0,1
3584,3584,grimshade,53.0,6,1,0,0,0,0,0,0,0,Adventure,2019,0,1
3586,3586,gripshift,72.0,8,0,0,0,1,0,1,0,0,Puzzle,2005,1,1
3587,3587,gris,84.0,8.4,1,0,0,0,0,0,0,0,Adventure,2018,0,1
3589,3589,grooverider-slot-car-thunder,45.0,7.3,0,0,1,0,0,1,0,0,Racing,2003,0,1
3590,3590,ground-control,86.0,7.6,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2000,1,1
3591,3591,ground-control-dark-conspiracy,77.0,6.6,1,0,0,0,0,0,0,0,Strategy,2000,1,1
3592,3592,ground-control-ii-operation-exodus,80.0,7.8,1,0,0,0,0,0,0,0,Adventure,2004,1,1
3593,3593,groundhog-day-like-father-like-son,62.0,5.1,0,1,0,0,0,0,0,0,Adventure,2019,0,1
3594,3594,group-s-challenge,57.0,6.3,0,0,0,0,0,1,0,0,Racing,2003,0,1
3595,3595,grow-home,75.0,7.4,1,1,0,0,0,0,0,0,Adventure,2015,0,1
3596,3596,growlanser-generations,81.0,8.7,0,0,1,0,0,0,0,0,Real Time Strategy (RTS),2005,0,0
3597,3597,growlanser-heritage-of-war,60.0,7.9,0,0,1,0,0,0,0,0,Role-playing (RPG),2006,0,1
3599,3599,grow-up,74.0,7.1,1,0,0,0,1,0,0,1,Adventure,2016,0,1
3600,3600,gryphon-knight-epic,55.0,7.4,1,0,0,0,1,0,0,1,Indie,2015,0,1
3605,3605,gt-legends,84.0,7.8,1,0,0,0,0,0,0,0,Racing,2005,1,1
3608,3608,gtr-evolution,83.0,7.8,1,0,0,0,0,0,0,0,Racing,2008,1,1
3609,3609,gtr-fia-gt-racing-game,85.0,7.9,1,0,0,0,0,0,0,0,Racing,2005,1,1
3610,3610,guacamelee,87.0,8.3,0,0,0,1,0,0,0,0,Hack and slash/Beat 'em up,2013,0,1
3611,3611,guacamelee-2,87.0,8.2,1,0,0,0,1,0,0,1,Adventure,2018,1,1
3612,3612,guacamelee-gold-edition,88.0,7.3,1,0,0,0,0,0,0,0,Adventure,2013,1,1
3613,3613,guacamelee-super-turbo-championship-edition,90.0,7.7,1,0,0,0,1,0,1,1,Adventure,2014,1,1
3614,3614,guardian-heroes,83.0,8,0,0,0,0,0,1,0,0,Hack and slash/Beat 'em up,1996,0,1
3615,3615,guardians-of-middle-earth,75.0,7.3,1,0,0,1,0,0,1,0,Arcade,2012,1,1
3616,3616,guild-of-dungeoneering,72.0,5,1,0,0,0,0,0,0,0,Indie,2015,0,1
3617,3617,guild-wars,89.0,8.4,1,0,0,0,0,0,0,0,Adventure,2005,1,0
3618,3618,guild-wars-2,90.0,8.1,1,0,0,0,0,0,0,0,Role-playing (RPG),2012,1,0
3619,3619,guild-wars-2-heart-of-thorns,81.0,7.3,1,0,0,0,0,0,0,0,Role-playing (RPG),2015,1,0
3620,3620,guild-wars-2-path-of-fire,83.0,7.5,1,0,0,0,0,0,0,0,Role-playing (RPG),2017,1,0
3621,3621,guild-wars-eye-of-the-north,79.0,8.5,1,0,0,0,0,0,0,0,Adventure,2007,1,1
3622,3622,guild-wars-factions,84.0,8.4,1,0,0,0,0,0,0,0,Adventure,2006,1,0
3623,3623,guild-wars-nightfall,84.0,8.6,1,0,0,0,0,0,0,0,Adventure,2006,1,0
3624,3624,guilty-gear-2-overture,56.0,6,1,0,0,0,0,0,1,0,Adventure,2007,1,1
3626,3626,guilty-gear-isuka,73.0,7.5,1,0,1,0,0,1,0,0,Fighting,2003,1,1
3628,3628,guilty-gear-x,79.0,7.8,1,0,1,0,0,0,0,0,Arcade,2000,1,1
3629,3629,guilty-gear-x2,87.0,8.7,0,0,1,0,0,0,0,0,Fighting,2002,1,1
3630,3630,guilty-gear-x2-number-reload,86.0,7.8,1,0,1,0,0,1,0,0,Arcade,2003,1,1
3632,3632,guilty-gear-xrd-rev-2,86.0,7.9,1,0,0,1,1,0,0,0,Fighting,2017,1,1
3636,3636,guilty-gear-xx-accent-core-plus,76.0,7.6,0,0,1,0,0,1,0,0,Fighting,2009,1,1
3638,3638,guitar-hero,91.0,8.6,0,0,1,0,0,0,0,0,Music,2005,1,1
3639,3639,guitar-hero-5,89.0,7,0,0,1,1,0,0,1,0,Music,2009,1,1
3640,3640,guitar-hero-aerosmith,73.0,6.7,1,0,1,1,0,0,1,0,Music,2008,0,1
3642,3642,guitar-hero-ii,92.0,8.1,0,0,1,0,0,0,1,0,Music,2006,1,1
3643,3643,guitar-hero-iii-legends-of-rock,86.0,7.8,1,0,1,1,0,0,1,0,Music,2007,1,1
3644,3644,guitar-hero-live,81.0,5.1,0,0,0,1,1,0,1,1,Music,2015,0,0
3645,3645,guitar-hero-metallica,86.0,8.1,0,0,1,1,0,0,1,0,Music,2009,1,1
3649,3649,guitar-hero-smash-hits,74.0,7.4,0,0,1,1,0,0,1,0,Music,2009,0,1
3650,3650,guitar-hero-van-halen,59.0,5.2,0,0,1,1,0,0,1,0,Music,2009,1,1
3651,3651,guitar-hero-warriors-of-rock,77.0,7.3,0,0,0,1,0,0,1,0,Music,2010,1,1
3652,3652,guitar-hero-world-tour,86.0,7.5,1,0,1,1,0,0,1,0,Music,2008,0,1
3654,3654,gun,79.0,7.5,1,0,1,0,0,0,1,0,Adventure,2005,0,1
3656,3656,gundam-versus,68.0,6.4,0,0,0,0,1,0,0,0,Fighting,2017,1,1
3658,3658,gungnir,68.0,7.9,0,1,0,0,0,0,0,0,Role-playing (RPG),2011,0,0
3659,3659,gungrave,65.0,8.7,0,0,1,0,0,0,0,0,Shooter,2002,0,1
3660,3660,gungrave-overdose,68.0,8.3,0,0,1,0,0,0,0,0,Shooter,2004,0,0
3664,3664,gunman-chronicles,65.0,7.1,1,0,0,0,0,0,0,0,Shooter,2000,1,1
3665,3665,gunman-clive,82.0,7.9,1,0,0,0,0,0,0,0,Adventure,2012,0,1
3666,3666,gunman-clive-2,80.0,7.7,1,0,0,0,0,0,0,0,Adventure,2015,0,1
3668,3668,gun-metal,63.0,7,1,0,0,0,0,1,0,0,Shooter,2002,0,1
3671,3671,gunpoint,83.0,8.4,1,0,0,0,0,0,0,0,Adventure,2013,0,1
3672,3672,gunscape,61.0,5,1,0,0,0,1,0,0,1,Indie,2016,1,1
3673,3673,gun-showdown,73.0,7.8,0,1,0,0,0,0,0,0,Shooter,2006,0,0
3674,3674,gunslugs,81.0,7.2,1,1,0,0,0,0,0,0,Arcade,2013,1,1
3675,3675,guns-of-icarus-alliance,67.0,3.7,1,0,0,0,1,0,0,0,Adventure,2017,1,0
3676,3676,guns-of-icarus-online,64.0,7.8,1,0,0,0,0,0,0,0,Adventure,2012,1,0
3678,3678,guns-up,54.0,6.1,1,0,0,0,1,0,0,0,Real Time Strategy (RTS),2015,1,1
3679,3679,gunvalkyrie,73.0,7.2,0,0,0,0,0,1,0,0,Adventure,2002,0,1
3680,3680,gunvolt-chronicles-luminous-avenger-ix,80.0,7.7,1,0,0,0,1,0,0,1,Indie,2019,0,1
3681,3681,gunworld-2,59.0,5.6,1,0,0,0,0,0,0,0,Platform,2016,0,1
3683,3683,gurumin-a-monstrous-adventure,78.0,7.6,1,1,0,0,0,0,0,0,Adventure,2004,0,1
3684,3684,guwange,76.0,8,0,0,0,0,0,0,1,0,Shooter,1999,0,1
3685,3685,gyromancer,75.0,6.5,1,0,0,0,0,1,0,0,Puzzle,2009,0,1
3689,3689,h1z1-battle-royale,66.0,3.9,1,0,0,0,1,0,0,0,Adventure,2018,0,0
3690,3690,hacknet,82.0,7.6,1,0,0,0,0,0,0,0,Indie,2015,0,1
3691,3691,hail-to-the-chimp,52.0,6.1,0,0,0,1,0,0,1,0,Strategy,2008,1,1
3692,3692,hakuoki-edo-blossoms,75.0,6.1,1,1,0,0,0,0,0,0,Adventure,2018,0,1
3693,3693,hakuoki-kyoto-winds,83.0,7.5,0,1,0,0,0,0,0,0,Adventure,2015,0,1
3695,3695,halcyon-6-starbase-commander,71.0,7.8,1,0,0,0,0,0,0,0,Indie,2016,0,1
3697,3697,half-life,96.0,9,1,0,0,0,0,0,0,0,Adventure,1998,1,1
3698,3698,half-life-2,96.0,9.1,1,0,0,1,0,0,1,0,Shooter,2004,0,1
3699,3699,half-life-2-episode-one,87.0,8.6,1,0,0,1,0,0,1,0,Shooter,2006,0,1
3700,3700,half-life-2-episode-two,90.0,9.1,1,0,0,1,0,0,1,0,Puzzle,2007,0,1
3702,3702,half-life-blue-shift,71.0,8.2,1,0,0,0,0,0,0,0,Platform,2001,0,1
3703,3703,half-minute-hero,84.0,7.9,0,1,0,0,0,0,0,0,Puzzle,2009,0,0
3704,3704,half-minute-hero-super-mega-neo-climax,76.0,8,0,0,0,0,0,1,0,0,Puzzle,2011,0,0
3705,3705,halfway,69.0,6.1,1,0,0,0,0,0,0,0,Indie,2014,0,1
3706,3706,halo-2,95.0,8.3,1,0,0,0,0,0,0,1,Shooter,2004,1,1
3707,3707,halo-2-multiplayer-map-pack,89.0,7.6,0,0,0,0,0,1,0,0,Shooter,2005,1,0
3708,3708,halo-3,94.0,7.9,0,0,0,0,0,0,1,1,Shooter,2007,1,1
3709,3709,halo-3-odst,83.0,7.4,0,0,0,0,0,0,1,0,Shooter,2009,1,1
3710,3710,halo-4,87.0,7,0,0,0,0,0,0,1,1,Shooter,2012,1,1
3711,3711,halo-5-guardians,84.0,6.5,0,0,0,0,0,0,0,1,Shooter,2015,1,1
3712,3712,halo-combat-evolved,97.0,8.5,1,0,0,0,0,1,0,0,Shooter,2001,1,1
3713,3713,halo-combat-evolved-anniversary,82.0,8.2,0,0,0,0,0,0,1,1,Shooter,2011,1,1
3714,3714,halo-reach,91.0,8.2,1,0,0,0,0,0,1,0,Shooter,2010,1,1
3716,3716,halo-spartan-assault,70.0,6.2,1,0,0,0,0,0,1,1,Shooter,2013,1,1
3717,3717,halo-spartan-strike,66.0,6,1,0,0,0,0,0,0,0,Shooter,2015,0,1
3718,3718,halo-the-master-chief-collection,85.0,7.5,1,0,0,0,0,0,0,1,Shooter,2014,1,1
3719,3719,halo-wars,82.0,7.5,0,0,0,0,0,0,1,0,Real Time Strategy (RTS),2009,1,1
3720,3720,halo-wars-2,79.0,6.1,1,0,0,0,0,0,0,1,Real Time Strategy (RTS),2017,1,0
3721,3721,halo-wars-definitive-edition,81.0,7.5,1,0,0,0,0,0,0,1,Real Time Strategy (RTS),2016,1,1
3725,3725,hand-of-fate,80.0,7.3,1,0,0,0,1,0,0,1,Adventure,2015,0,1
3726,3726,hand-of-fate-2,82.0,7.5,1,0,0,0,1,0,0,1,Adventure,2017,0,1
3730,3730,happy-feet,46.0,6.7,1,0,1,0,0,0,0,0,Adventure,2006,0,1
3731,3731,happy-tree-friends-false-alarm,51.0,5.9,1,0,0,0,0,1,0,0,Puzzle,2008,0,1
3732,3732,happy-wars,61.0,6.9,1,0,0,0,0,0,1,1,Role-playing (RPG),2012,1,1
3734,3734,hardcore-mecha,77.0,6.8,1,0,0,0,1,0,0,0,Indie,2019,1,1
3735,3735,hard-corps-uprising,76.0,7.5,0,0,0,1,0,1,0,0,Platform,2011,0,0
3736,3736,hard-reset,73.0,7.3,1,0,0,0,0,0,0,0,Indie,2011,0,1
3737,3737,hard-reset-redux,73.0,6.5,1,0,0,0,1,0,0,1,Adventure,2016,0,1
3739,3739,hard-to-be-a-god,55.0,6.8,1,0,0,0,0,0,0,0,Adventure,2007,0,1
3740,3740,hard-truck-apocalypse,45.0,8.5,1,0,0,0,0,0,0,0,Racing,2005,0,0
3741,3741,hardware-rivals,56.0,5.3,0,0,0,0,1,0,0,0,Racing,2015,1,1
3742,3742,hard-west,73.0,7.5,1,0,0,0,0,0,0,0,Adventure,2015,0,1
3747,3747,harmonix-music-vr,44.0,6.2,0,0,0,0,1,0,0,0,Music,2016,0,0
3748,3748,harold,70.0,6,1,0,0,0,0,0,0,0,Indie,2014,0,1
3749,3749,harry-potter-and-the-chamber-of-secrets,77.0,7.6,1,0,1,0,0,1,0,0,Adventure,2002,0,1
3750,3750,harry-potter-and-the-deathly-hallows-part-1,41.0,5,1,0,0,1,0,0,1,0,Shooter,2010,0,1
3751,3751,harry-potter-and-the-deathly-hallows-part-2,44.0,4.9,1,0,0,1,0,0,1,0,Shooter,2011,0,1
3752,3752,harry-potter-and-the-goblet-of-fire,71.0,6,1,0,1,0,0,1,0,0,Adventure,2005,0,1
3753,3753,harry-potter-and-the-half-blood-prince,66.0,4.9,1,0,1,1,0,0,1,0,Adventure,2009,1,1
3754,3754,harry-potter-and-the-order-of-the-phoenix,69.0,5.8,1,0,1,1,0,0,0,0,Adventure,2007,0,1
3755,3755,harry-potter-and-the-prisoner-of-azkaban,70.0,8.4,1,0,0,0,0,0,0,0,Adventure,2004,0,1
3757,3757,harry-potter-quidditch-world-cup,69.0,7.6,1,0,1,0,0,1,0,0,Sport,2003,0,1
3758,3758,harvester,53.0,7.9,1,0,0,0,0,0,0,0,Adventure,1996,0,1
3774,3774,harvest-moon-save-the-homeland,76.0,8.7,0,0,1,1,1,0,0,0,Role-playing (RPG),2001,0,1
3778,3778,has-been-heroes,61.0,6.5,1,0,0,0,1,0,0,1,Adventure,2017,0,1
3787,3787,hatoful-boyfriend,72.0,6.3,1,0,0,0,1,0,0,0,Adventure,2011,0,1
3788,3788,hatoful-boyfriend-holiday-star,54.0,7.7,1,0,0,0,1,0,0,0,Adventure,2015,0,1
3789,3789,hatred,43.0,4.7,1,0,0,0,0,0,0,0,Fighting,2015,0,1
3790,3790,hatsune-miku-project-diva-f,81.0,8.1,0,0,0,1,0,0,0,0,Music,2012,0,1
3791,3791,hatsune-miku-project-diva-f-2nd,81.0,8.5,0,0,0,1,0,0,0,0,Music,2014,0,1
3794,3794,hatsune-miku-project-diva-x,78.0,7.3,0,0,0,0,1,0,0,0,Music,2016,0,1
3798,3798,haunting-ground,67.0,8.7,0,0,1,0,0,0,0,0,Adventure,2005,0,0
3799,3799,haven-call-of-the-king,69.0,6.9,0,0,1,0,0,0,0,0,Adventure,2002,0,1
3800,3800,hawken,73.0,7.7,1,0,0,0,1,0,0,1,Shooter,2012,1,1
3801,3801,haze,55.0,6.4,0,0,0,1,0,0,0,0,Shooter,2008,1,1
3802,3802,hbo-boxing,26.0,4,0,1,0,0,0,0,0,0,Fighting,2000,0,0
3803,3803,headhunter,74.0,8.1,0,0,1,0,0,0,0,0,Adventure,2001,0,1
3805,3805,headlander,77.0,7,1,0,0,0,1,0,0,1,Adventure,2016,0,1
3806,3806,headliner-novinews,75.0,7.2,1,0,0,0,0,0,0,1,Adventure,2018,0,1
3807,3807,headmaster,72.0,7.2,0,0,0,0,1,0,0,0,Indie,2016,1,1
3814,3814,hearts-of-iron,72.0,7.8,1,0,0,0,0,0,0,0,Strategy,2002,0,0
3815,3815,hearts-of-iron-ii,83.0,8.5,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2005,1,1
3816,3816,hearts-of-iron-ii-doomsday,80.0,8.8,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2005,1,1
3817,3817,hearts-of-iron-iii,77.0,7.2,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2009,1,1
3818,3818,hearts-of-iron-iii-semper-fi,65.0,6,1,0,0,0,0,0,0,0,Strategy,2010,1,1
3819,3819,hearts-of-iron-iv,83.0,7.3,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2016,1,1
3821,3821,heatseeker,62.0,6.3,0,0,1,0,0,0,0,0,Shooter,2007,0,1
3822,3822,heat-signature,79.0,7.5,1,0,0,0,0,0,0,0,Adventure,2017,0,1
3823,3823,heave-ho,80.0,8.2,1,0,0,0,0,0,0,0,Adventure,2019,1,1
3824,3824,heavenly-sword,79.0,8.2,0,0,0,1,0,0,0,0,Adventure,2007,0,1
3825,3825,heavy-bullets,72.0,7.6,1,0,0,0,0,0,0,0,Indie,2014,0,1
3826,3826,heavy-fire-red-shadow,38.0,4.3,0,0,0,0,1,0,0,1,Arcade,2018,0,1
3828,3828,heavy-rain,87.0,7.8,1,0,0,1,1,0,0,0,Adventure,2010,0,1
3838,3838,helldivers,83.0,6.9,1,0,0,1,1,0,0,0,Shooter,2015,1,1
3839,3839,hellgate-london,70.0,6.3,1,0,0,0,0,0,0,0,Role-playing (RPG),2007,1,1
3841,3841,hello-kitty-roller-rescue,64.0,7.6,1,0,1,0,0,1,0,0,Adventure,2004,0,1
3842,3842,hello-neighbor,42.0,4.4,1,0,0,0,1,0,0,1,Adventure,2017,0,1
3843,3843,hell-yeah-wrath-of-the-dead-rabbit,70.0,8.5,1,0,0,1,0,1,0,0,Adventure,2012,0,1
3851,3851,herdy-gerdy,69.0,4.9,0,0,1,0,0,0,0,0,Adventure,2002,0,0
3852,3852,here-they-lie,62.0,6.8,0,0,0,0,1,0,0,0,Adventure,2016,0,1
3855,3855,hero-defense,62.0,7.5,1,0,0,0,1,0,0,1,Indie,2016,1,1
3856,3856,heroes-chronicles-conquest-of-the-underworld,64.0,6.9,1,0,0,0,0,0,0,0,Strategy,2000,0,1
3857,3857,heroes-chronicles-warlords-of-the-wasteland,67.0,7.8,1,0,0,0,0,0,0,0,Strategy,2000,0,1
3858,3858,heroes-of-annihilated-empires,65.0,7.7,1,0,0,0,0,0,0,0,Strategy,2006,1,1
3860,3860,heroes-of-might-and-magic-iv,84.0,7.6,1,0,0,0,0,0,0,0,Role-playing (RPG),2002,1,1
3861,3861,heroes-of-might-and-magic-iv-the-gathering-storm,64.0,7.7,1,0,0,0,0,0,0,0,Role-playing (RPG),2002,1,1
3862,3862,heroes-of-might-and-magic-iv-winds-of-war,58.0,7.4,1,0,0,0,0,0,0,0,Role-playing (RPG),2003,1,1
