,id,title,crit_score,user_score,PC,PlayStation,PlayStation2,PlayStation3,PlayStation4,Xbox,Xbox360,XboxOne,genre,release_year,is_mult,is_single
3018,3018,final-fantasy-ix,94.0,9,1,0,0,0,1,0,0,1,Adventure,2000,0,1
3019,3019,final-fantasy-origins,79.0,8.6,0,1,0,0,0,0,0,0,Adventure,2002,0,1
3020,3020,final-fantasy-tactics,83.0,9.1,0,1,0,0,0,0,0,0,Role-playing (RPG),1997,0,1
3023,3023,final-fantasy-tactics-the-war-of-the-lions,88.0,9.1,0,1,0,0,0,0,0,0,Adventure,2007,1,1
3025,3025,final-fantasy-type-0-hd,72.0,7.5,0,0,0,0,1,0,0,1,Adventure,2015,1,1
3028,3028,final-fantasy-vii,92.0,9.1,1,0,0,0,1,0,0,1,Adventure,1997,0,1
3029,3029,final-fantasy-viii,90.0,8.7,1,1,0,0,0,0,0,0,Adventure,1999,0,1
3030,3030,final-fantasy-viii-remastered,80.0,6.8,1,0,0,0,1,0,0,1,Adventure,2019,0,1
3031,3031,final-fantasy-vii-remake,88.0,8,0,0,0,0,1,0,0,0,Adventure,2020,0,1
3032,3032,final-fantasy-x,92.0,8.9,0,0,1,0,0,0,0,0,Adventure,2001,0,1
3033,3033,final-fantasy-x-2,85.0,7.6,0,0,1,0,0,0,0,0,Adventure,2003,0,1
3034,3034,final-fantasy-xi,85.0,7,1,0,1,0,0,0,1,0,Adventure,2002,1,0
3035,3035,final-fantasy-xi-chains-of-promathia,77.0,8.4,1,0,1,0,0,0,1,0,Adventure,2004,1,0
3036,3036,final-fantasy-xii,92.0,7.5,0,0,1,0,0,0,0,0,Adventure,2006,0,1
3037,3037,final-fantasy-xiii,83.0,7.2,1,0,0,1,0,0,1,0,Adventure,2009,0,1
3038,3038,final-fantasy-xiii-2,79.0,6.4,1,0,0,1,0,0,1,0,Adventure,2011,0,1
3040,3040,final-fantasy-xii-the-zodiac-age,86.0,8.4,1,0,0,0,1,0,0,1,Adventure,2017,0,1
3041,3041,final-fantasy-xi-treasures-of-aht-urhgan,83.0,6.7,1,0,1,0,0,0,1,0,Adventure,2006,1,0
3042,3042,final-fantasy-xiv-heavensward,86.0,8.4,1,0,0,1,1,0,0,0,Role-playing (RPG),2015,1,0
3043,3043,final-fantasy-xiv-online,49.0,4,1,0,0,0,0,0,0,0,Role-playing (RPG),2010,1,0
3045,3045,final-fantasy-xiv-shadowbringers,91.0,8.4,1,0,0,0,1,0,0,0,Role-playing (RPG),2019,1,0
3046,3046,final-fantasy-xiv-stormblood,89.0,8.6,1,0,0,0,1,0,0,0,Adventure,2017,1,0
3047,3047,final-fantasy-xv,83.0,7.7,1,0,0,0,1,0,0,1,Adventure,2016,0,1
3048,3048,final-fantasy-xv-episode-gladiolus,59.0,8.7,0,0,0,0,1,0,0,1,Adventure,2017,0,1
3049,3049,final-fantasy-xv-episode-prompto,65.0,8.8,0,0,0,0,1,0,0,1,Adventure,2017,0,1
3050,3050,final-fantasy-xv-pocket-edition-hd,69.0,7.5,0,0,0,0,1,0,0,1,Adventure,2018,0,1
3051,3051,final-fantasy-xv-royal-edition,77.0,8.6,0,0,0,0,1,0,0,1,Adventure,2019,0,1
3052,3052,final-fantasy-xv-windows-edition,85.0,8,1,0,0,0,0,0,0,0,Adventure,2018,1,1
3053,3053,final-fight-double-impact,79.0,7,0,0,0,1,0,0,1,0,Fighting,2010,0,0
3055,3055,final-fight-streetwise,43.0,7.1,0,0,1,0,0,1,0,0,Adventure,2006,0,1
3056,3056,finding-nemo,63.0,8.8,1,0,1,0,0,1,0,0,Adventure,2003,0,1
3057,3057,finding-paradise,81.0,8.3,1,0,0,0,0,0,0,0,Adventure,2017,0,1
3060,3060,fireburst,35.0,4,1,0,0,1,0,0,0,0,Adventure,2010,1,1
3075,3075,firefall,60.0,6.7,1,0,0,0,0,0,0,0,Adventure,2013,1,0
3078,3078,fire-pro-wrestling-returns,78.0,8.6,0,0,1,0,0,0,0,0,Fighting,2005,1,1
3079,3079,fire-pro-wrestling-world,79.0,7.5,1,0,0,0,1,0,0,0,Fighting,2017,1,1
3080,3080,firestarter,57.0,5.2,1,0,0,0,0,0,0,0,Shooter,2004,0,0
3081,3081,firewall-zero-hour,79.0,8.2,0,1,0,0,0,0,0,0,Shooter,2018,1,0
3082,3082,firewatch,85.0,4.7,1,0,0,0,1,0,0,1,Adventure,2016,0,1
3086,3086,fish-tycoon,46.0,7,1,0,0,0,0,0,0,0,Simulator,2008,0,1
3087,3087,fist-of-jesus,63.0,5.2,1,0,0,0,0,0,0,0,Fighting,2014,0,1
3088,3088,fist-of-the-north-star-lost-paradise,72.0,7.8,0,0,0,0,1,0,0,0,Adventure,2018,0,1
3089,3089,fist-puncher,73.0,7.5,1,0,0,0,0,0,0,0,Hack and slash/Beat 'em up,2013,1,1
3091,3091,flame-over,69.0,6.1,1,0,0,0,1,0,0,0,Indie,2015,0,1
3094,3094,flat-heroes,82.0,8.2,1,0,0,0,1,0,0,0,Arcade,2018,1,1
3095,3095,flatout,72.0,7.7,1,0,1,0,0,1,0,0,Racing,2004,1,1
3096,3096,flatout-2,76.0,8.7,1,0,1,0,0,1,0,0,Arcade,2006,1,1
3097,3097,flatout-4-total-insanity,66.0,5.9,1,0,0,0,1,0,0,1,Racing,2017,1,1
3098,3098,flatout-head-on,74.0,8.2,0,1,0,0,0,0,0,0,Racing,2008,0,1
3099,3099,flatout-ultimate-carnage,80.0,8.6,1,1,0,0,0,0,1,0,Racing,2007,1,1
3103,3103,flinthook,80.0,7.6,1,0,0,0,1,0,0,1,Adventure,2017,0,1
3107,3107,flipping-death,83.0,7.8,1,0,0,0,1,0,0,1,Adventure,2018,0,1
3110,3110,flockers,66.0,5.3,1,0,0,0,1,0,0,1,Indie,2014,0,1
3112,3112,floor-kids,76.0,7.6,1,0,0,0,1,0,0,1,Indie,2017,1,1
3113,3113,flotilla,72.0,7.3,1,0,0,0,0,0,1,0,Adventure,2010,1,1
3114,3114,flow,71.0,6.9,0,0,0,1,1,0,0,0,Indie,2006,1,1
3115,3115,flower,91.0,7.2,1,0,0,1,1,0,0,0,Adventure,2009,0,1
3116,3116,flower-sun-and-rain,54.0,8.6,0,0,1,0,0,0,0,0,Adventure,2001,0,1
3120,3120,flushed-away,43.0,5.8,0,0,1,0,0,0,0,0,Adventure,2004,0,1
3123,3123,flywrench,78.0,3.5,1,0,0,0,0,0,0,0,Indie,2015,0,1
3124,3124,folklore,75.0,8.2,0,0,0,1,0,0,0,0,Adventure,2007,0,1
3127,3127,football-manager-2010,87.0,8.8,1,1,0,0,0,0,0,0,Simulator,2009,1,1
3128,3128,football-manager-2011,85.0,8.3,1,1,0,0,0,0,0,0,Simulator,2010,1,1
3129,3129,football-manager-2012,84.0,7.9,1,0,0,0,0,0,0,0,Simulator,2011,1,1
3130,3130,football-manager-2013,86.0,6.8,1,0,0,0,0,0,0,0,Sport,2012,1,1
3131,3131,football-manager-2014,85.0,5.7,1,0,0,0,0,0,0,0,Simulator,2013,1,1
3132,3132,football-manager-2015,80.0,6.1,1,0,0,0,0,0,0,0,Simulator,2014,1,1
3133,3133,football-manager-2016,81.0,6.9,1,0,0,0,0,0,0,0,Simulator,2015,1,1
3134,3134,football-manager-2017,80.0,5.3,1,0,0,0,0,0,0,0,Simulator,2016,1,1
3135,3135,football-manager-2018,82.0,5.8,1,0,0,0,0,0,0,0,Simulator,2017,1,1
3136,3136,football-manager-2019,86.0,6.3,1,0,0,0,0,0,0,0,Simulator,2018,1,1
3138,3138,football-manager-2020,84.0,5.2,1,0,0,0,0,0,0,0,Simulator,2019,1,1
3139,3139,football-manager-classic-2014,67.0,7.4,0,1,0,0,0,0,0,0,Simulator,2014,0,0
3140,3140,football-manager-handheld-2010,69.0,6.9,0,1,0,0,0,0,0,0,Sport,2009,0,0
3141,3141,football-manager-live,82.0,3,1,0,0,0,0,0,0,0,Sport,2009,1,1
3142,3142,football-manager-touch-2018,77.0,7.1,1,0,0,0,0,0,0,0,Indie,2017,1,1
3144,3144,forager,78.0,7.6,1,0,0,0,0,0,0,0,Adventure,2019,0,1
3145,3145,forced,72.0,7.7,1,0,0,0,1,0,0,1,Adventure,2013,1,1
3146,3146,forced-showdown,67.0,7.5,1,0,0,0,0,0,0,0,Indie,2016,0,1
3151,3151,forever-kingdom,64.0,8.4,0,0,1,0,0,0,0,0,Role-playing (RPG),2001,0,1
3153,3153,forge,65.0,7.5,1,0,0,0,0,0,0,0,Role-playing (RPG),2012,1,0
3154,3154,forgotten-realms-demon-stone,72.0,6.6,1,0,1,0,0,1,0,0,Role-playing (RPG),2004,0,1
3155,3155,forgotton-anne,83.0,6.1,1,0,0,0,1,0,0,1,Adventure,2018,0,1
3156,3156,for-honor,79.0,5.9,1,0,0,0,1,0,0,1,Fighting,2017,1,1
3157,3157,for-honor-marching-fire,78.0,3.4,1,0,0,0,1,0,0,1,Fighting,2018,1,1
3160,3160,formula-one-2001,73.0,6,0,0,1,0,0,0,0,0,Racing,2001,1,1
3161,3161,formula-one-championship-edition,74.0,8.2,0,0,0,1,0,0,0,0,Racing,2006,0,0
3163,3163,forsaken-world,69.0,5.3,1,0,0,0,0,0,0,0,Role-playing (RPG),2011,1,0
3164,3164,for-the-king,79.0,7.5,1,0,0,0,1,0,0,1,Adventure,2018,1,1
3165,3165,fortified,69.0,6.7,1,0,0,0,0,0,0,1,Indie,2016,1,1
3166,3166,fortix,58.0,6.8,1,0,0,0,0,0,0,0,Arcade,2010,1,1
3167,3167,fortix-2,74.0,6.8,1,0,0,0,0,0,0,0,Arcade,2011,0,1
3168,3168,fortnite,83.0,5,1,0,0,0,1,0,0,1,Shooter,2017,1,1
3171,3171,forza-horizon,85.0,8.5,0,0,0,0,0,0,1,0,Racing,2012,1,1
3172,3172,forza-horizon-2,86.0,8.3,0,0,0,0,0,0,1,1,Racing,2014,0,1
3173,3173,forza-horizon-2-storm-island,82.0,7.5,0,0,0,0,0,0,0,1,Racing,2014,1,1
3174,3174,forza-horizon-3,91.0,8,1,0,0,0,0,0,0,1,Arcade,2016,1,1
3175,3175,forza-horizon-3-blizzard-mountain,87.0,7.7,1,0,0,0,0,0,0,0,Racing,2016,0,1
3176,3176,forza-horizon-3-hot-wheels,87.0,7.7,0,0,0,0,0,0,0,1,Racing,2017,0,0
3177,3177,forza-horizon-4,92.0,7.9,1,0,0,0,0,0,0,1,Racing,2018,1,1
3178,3178,forza-horizon-4-lego-speed-champions,77.0,5.7,1,0,0,0,0,0,0,1,Racing,2019,0,0
3180,3180,forza-motorsport,92.0,7.6,0,0,0,0,0,1,0,0,Racing,2004,1,1
3181,3181,forza-motorsport-2,90.0,8.3,0,0,0,0,0,0,1,0,Racing,2007,1,1
3182,3182,forza-motorsport-3,92.0,8.1,0,0,0,0,0,0,1,0,Racing,2009,1,1
3183,3183,forza-motorsport-4,91.0,8.2,0,0,0,0,0,0,1,0,Racing,2011,1,1
3184,3184,forza-motorsport-5,79.0,6,0,0,0,0,0,0,0,1,Racing,2013,1,1
3185,3185,forza-motorsport-6,87.0,7.8,0,0,0,0,0,0,0,1,Racing,2015,1,1
3186,3186,forza-motorsport-7,86.0,6.2,1,0,0,0,0,0,0,1,Racing,2017,1,1
3191,3191,foul-play,69.0,6,1,0,0,0,1,0,1,0,Adventure,2013,1,1
3192,3192,fox-n-forests,71.0,7.6,1,0,0,0,1,0,0,1,Adventure,2018,0,1
3193,3193,fract-osc,75.0,6.1,1,0,0,0,0,0,0,0,Adventure,2014,0,1
3194,3194,fracture,63.0,6.3,0,0,0,1,0,0,1,0,Shooter,2008,1,1
3195,3195,fractured-soul,70.0,7.5,1,0,0,0,0,0,0,0,Adventure,2014,1,1
3196,3196,fractured-space,79.0,7.6,1,0,0,0,0,0,0,0,Adventure,2016,1,1
3198,3198,fragments-of-him,71.0,7.3,1,1,0,0,0,0,0,1,Adventure,2016,0,1
3199,3199,framed-collection,79.0,8,1,0,0,0,0,0,0,0,Adventure,2018,0,1
3204,3204,freaky-flyers,69.0,6.5,0,0,1,0,0,1,0,0,Racing,2003,0,1
3207,3207,freedom-fighters,83.0,7.5,1,0,1,0,0,1,0,0,Shooter,2003,1,1
3208,3208,freedom-finger,82.0,7.7,1,0,0,0,0,0,0,1,Arcade,2019,0,1
3210,3210,freedom-force,90.0,7.8,1,0,0,0,0,0,0,0,Role-playing (RPG),2002,1,1
3211,3211,freedom-force-vs-the-3rd-reich,86.0,7.7,1,0,0,0,0,0,0,0,Role-playing (RPG),2005,1,1
3212,3212,freedom-planet,84.0,8.4,1,1,0,0,0,0,0,0,Indie,2014,0,1
3213,3213,freedom-wars,73.0,8.3,0,1,0,0,0,0,0,0,Role-playing (RPG),2014,0,1
3215,3215,freekstyle,81.0,7.4,0,0,1,0,0,0,0,0,Racing,2002,0,1
3216,3216,freelancer,85.0,8.9,1,0,0,0,0,0,0,0,Adventure,2003,1,1
3217,3217,free-realms,79.0,6.4,1,0,0,1,0,0,0,0,Puzzle,2009,1,0
3218,3218,freespace-2,91.0,8.7,1,0,0,0,0,0,0,0,Simulator,1999,1,1
3219,3219,freestyle-metalx,67.0,8,0,0,1,0,0,1,0,0,Racing,2003,0,1
3221,3221,freestyle-street-basketball,69.0,7.4,1,0,0,0,0,0,0,0,Role-playing (RPG),2007,1,0
3222,3222,freestyle-street-soccer,48.0,8,1,0,1,0,0,1,0,0,Sport,2004,0,1
3223,3223,frequency,83.0,8.6,0,0,1,0,0,0,0,0,Hack and slash/Beat 'em up,2001,1,1
3224,3224,fret-nice,67.0,5,0,0,0,1,0,0,0,0,Adventure,2010,0,0
3225,3225,friday-the-13th-killer-puzzle,76.0,7.6,1,0,0,0,0,0,0,0,Indie,2018,0,1
3236,3236,frogger-ancient-shadow,54.0,4,0,0,1,0,0,1,0,0,Platform,2005,0,1
3237,3237,frogger-helmet-chaos,66.0,7,0,1,0,0,0,0,0,0,Platform,2005,0,0
3238,3238,from-dust,81.0,7.1,1,0,0,1,0,1,0,0,Adventure,2011,0,1
3241,3241,frontline-fields-of-thunder,57.0,7.4,1,0,0,0,0,0,0,0,Strategy,2007,0,0
3242,3242,frontlines-fuel-of-war,75.0,7.7,1,0,0,0,0,0,1,0,Shooter,2008,1,1
3243,3243,front-mission,72.0,8,0,1,0,0,0,0,0,0,Strategy,1995,0,1
3244,3244,front-mission-4,75.0,8.8,0,0,1,0,0,0,0,0,Role-playing (RPG),2003,0,0
3245,3245,front-mission-evolved,63.0,5.1,1,0,0,1,0,0,1,0,Shooter,2010,1,1
3246,3246,frostpunk,84.0,8.4,1,0,0,0,1,0,0,1,Indie,2018,0,1
3249,3249,frozen-cortex,79.0,6.5,1,0,0,0,0,0,0,0,Indie,2014,1,1
3250,3250,frozen-synapse,85.0,7.5,1,0,0,0,0,0,0,0,Indie,2011,1,1
3251,3251,frozen-synapse-2,76.0,7.4,1,0,0,0,0,0,0,0,Indie,2018,1,1
3252,3252,frozen-synapse-prime,84.0,7.2,1,0,0,1,0,0,0,0,Shooter,2014,1,1
3253,3253,fru,84.0,6.8,0,0,0,0,0,0,0,1,Platform,2016,1,1
3256,3256,ftl-faster-than-light,84.0,8.4,1,0,0,0,0,0,0,0,Indie,2012,0,1
3257,3257,fuel,67.0,6.8,1,0,0,1,0,0,1,0,Racing,2009,1,1
3258,3258,fuel-overdose,51.0,3,0,1,0,0,0,0,0,0,Racing,2012,0,0
3260,3260,full-auto,70.0,7.7,0,0,0,0,0,0,1,0,Fighting,2006,1,1
3261,3261,full-auto-2-battlelines,67.0,7.6,0,0,0,1,0,0,0,0,Fighting,2006,1,1
3262,3262,full-bore,72.0,6.9,1,0,0,0,0,0,0,0,Adventure,2013,0,1
3263,3263,full-house-poker,77.0,6.8,0,0,0,0,0,1,0,0,Simulator,2011,1,1
3264,3264,fullmetal-alchemist-2-curse-of-the-crimson-elixir,67.0,7.4,0,0,1,0,0,0,0,0,Adventure,2004,0,1
3265,3265,fullmetal-alchemist-and-the-broken-angel,56.0,7.6,0,0,1,0,0,0,0,0,Role-playing (RPG),2003,0,1
3268,3268,full-metal-furies,85.0,7.6,1,0,0,0,0,0,0,1,Adventure,2018,1,1
3269,3269,full-mojo-rampage,66.0,6,1,1,0,0,0,0,0,1,Indie,2014,1,1
3270,3270,full-spectrum-warrior,84.0,8.4,1,0,1,0,0,1,0,0,Real Time Strategy (RTS),2004,1,1
3271,3271,full-spectrum-warrior-ten-hammers,71.0,8,1,0,1,0,0,1,0,0,Real Time Strategy (RTS),2006,1,1
3272,3272,full-throttle,86.0,8.7,1,0,0,0,0,0,0,0,Adventure,1995,0,1
3273,3273,full-throttle-remastered,77.0,7.6,1,0,0,0,1,0,0,0,Adventure,2017,0,1
3275,3275,funk-of-titans,43.0,4.3,1,0,0,0,0,0,0,1,Adventure,2015,0,1
3277,3277,funky-lab-rat,73.0,8.1,0,0,0,1,0,0,0,0,Adventure,2010,0,0
3279,3279,fur-fighters,80.0,8.7,1,0,1,0,0,0,0,0,Platform,2000,1,1
3280,3280,furi,77.0,7.7,1,0,0,0,1,0,0,1,Adventure,2016,0,1
3284,3284,fury,55.0,4.7,1,0,0,0,0,0,0,0,Fighting,2007,1,0
3285,3285,fuse,63.0,5.3,0,0,0,1,0,0,1,0,Adventure,2013,1,0
3287,3287,futurama,59.0,6.2,0,0,1,0,0,1,0,0,Platform,2003,0,1
3289,3289,future-unfolding,76.0,6.5,1,0,0,0,1,0,0,0,Adventure,2017,0,1
3290,3290,futuridium-ep-deluxe,73.0,5.6,0,0,0,0,1,0,0,0,Indie,2014,0,1
3291,3291,fuzion-frenzy,70.0,6.9,0,0,0,0,0,1,0,0,Puzzle,2001,1,1
3297,3297,g1-jockey-3,71.0,8.2,0,0,1,0,0,0,0,0,Simulator,2003,0,0
3298,3298,gabriel-knight-3-blood-of-the-sacred-blood-of-the-damned,80.0,8.2,1,0,0,0,0,0,0,0,Adventure,1999,0,1
3299,3299,gabriel-knight-sins-of-the-fathers-20th-anniversary-edition,74.0,7.7,1,0,0,0,0,0,0,0,Adventure,2014,0,1
3300,3300,gadget-racers,67.0,7.4,0,0,1,0,0,0,0,0,Racing,2002,0,1
3303,3303,galactic-assault-prisoner-of-power,68.0,7.7,1,0,0,0,0,0,0,0,Strategy,2007,1,1
3304,3304,galactic-civilizations,83.0,7.7,1,0,0,0,0,0,0,0,Simulator,2003,0,1
3305,3305,galactic-civilizations-altarian-prophecy,77.0,6.9,1,0,0,0,0,0,0,0,Strategy,2004,0,1
3306,3306,galactic-civilizations-ii-dark-avatar,91.0,7.9,1,0,0,0,0,0,0,0,Strategy,2007,0,1
3308,3308,galactic-civilizations-iii,81.0,6.5,1,0,0,0,0,0,0,0,Indie,2014,1,1
3311,3311,galactic-civilizations-ii-twilight-of-the-arnor,92.0,8.3,1,0,0,0,0,0,0,0,Strategy,2008,0,1
3314,3314,galaga-legions,74.0,7.9,0,0,0,0,1,0,0,1,Shooter,2008,0,1
3315,3315,galaga-legions-dx,74.0,6.8,0,0,0,1,0,1,0,0,Arcade,2011,0,1
3316,3316,galak-z-the-dimensional,82.0,7.1,1,0,0,0,1,0,0,0,Arcade,2015,0,1
3319,3319,galaxy-on-fire-2-full-hd,63.0,6.5,1,0,0,0,0,0,0,0,Indie,2012,0,1
3320,3320,galcon-fusion,68.0,6.4,1,0,0,0,0,0,0,0,Indie,2010,1,1
3321,3321,galerians-ash,50.0,8.1,0,0,1,0,0,0,0,0,Adventure,2002,0,1
3326,3326,gallop-racer-2006,69.0,8.3,0,0,1,0,0,0,0,0,Racing,2006,0,0
3328,3328,game-dev-tycoon,68.0,8,1,0,0,0,0,0,0,0,Indie,2012,0,1
3329,3329,game-of-thrones,58.0,6.5,1,0,0,1,0,0,1,0,Adventure,2012,0,1
3330,3330,game-of-thrones-a-telltale-games-series,69.0,6.5,1,0,0,1,1,0,1,1,Adventure,2014,0,1
3341,3341,gang-beasts,68.0,6.5,1,0,0,0,1,0,0,1,Adventure,2017,1,1
3342,3342,gangland,63.0,7.3,1,0,0,0,0,0,0,0,Adventure,2004,0,1
3343,3343,gangs-of-london,52.0,6.9,0,1,0,0,0,0,0,0,Adventure,2006,0,0
3344,3344,gangsters-2-vendetta,61.0,7.6,1,0,0,0,0,0,0,0,Strategy,2001,1,1
3350,3350,garou-mark-of-the-wolves,77.0,8.8,0,0,1,0,1,1,0,0,Arcade,1999,1,1
3351,3351,garshasp-the-monster-slayer,49.0,6.2,1,0,0,0,0,0,0,0,Adventure,2011,0,1
3352,3352,gas-guzzlers-combat-carnage,58.0,7.6,1,0,0,0,0,0,0,0,Racing,2017,1,1
3353,3353,gas-guzzlers-extreme,73.0,8.6,1,0,0,0,0,0,0,1,Racing,2013,1,1
3354,3354,gateways,72.0,7.6,1,0,0,0,0,0,1,0,Indie,2012,0,1
3355,3355,gatling-gears,76.0,7.4,1,0,0,1,0,0,0,0,Adventure,2011,1,1
3356,3356,gato-roboto,79.0,7.7,1,0,0,0,0,0,0,1,Adventure,2019,0,1
3359,3359,gauntlet-dark-legacy,54.0,8.1,0,0,1,0,0,1,0,0,Hack and slash/Beat 'em up,2000,0,1
3360,3360,gauntlet-seven-sorrows,61.0,8.2,0,0,1,0,0,1,0,0,Adventure,2005,1,1
3361,3361,gauntlet-slayer-edition,71.0,6.8,1,1,0,0,0,0,0,0,Adventure,2014,1,1
3362,3362,gears-5,84.0,8.4,1,0,0,0,0,0,0,1,Adventure,2019,1,1
3363,3363,gears-of-war,94.0,8.3,1,0,0,0,0,0,1,0,Shooter,2006,1,1
3364,3364,gears-of-war-2,93.0,7.8,0,0,0,0,0,0,1,0,Shooter,2008,1,1
3366,3366,gears-of-war-3,91.0,8,0,0,0,0,0,0,1,0,Shooter,2011,1,1
3367,3367,gears-of-war-4,86.0,6.7,1,0,0,0,0,0,0,1,Shooter,2016,1,1
3368,3368,gears-of-war-judgment,79.0,5.6,0,0,0,0,0,0,1,0,Shooter,2013,1,1
3372,3372,gemini-heroes-reborn,63.0,6.2,1,0,0,0,1,0,0,1,Adventure,2016,0,1
3373,3373,gemini-rue,82.0,8.3,1,0,0,0,0,0,0,0,Adventure,2011,0,1
3374,3374,gemini-wars,53.0,6.5,1,0,0,0,0,0,0,0,Indie,2012,1,1
3375,3375,gene-rain,32.0,3.6,1,0,0,0,1,0,0,1,Adventure,2018,0,1
3376,3376,generation-of-chaos,60.0,7.1,0,1,0,0,0,0,0,0,Adventure,2006,0,0
3377,3377,generation-zero,51.0,5.5,1,0,0,0,1,0,0,1,Adventure,2019,1,1
3378,3378,genesis-alpha-one,69.0,3.7,1,0,0,0,1,0,0,1,Adventure,2019,0,1
3379,3379,genesis-rising-the-universal-crusade,57.0,6.4,1,0,0,0,0,0,0,0,Strategy,2007,0,0
3380,3380,genital-jousting,68.0,7.9,1,0,0,0,0,0,0,0,Indie,2018,1,1
3381,3381,genji-dawn-of-the-samurai,74.0,8.7,0,0,1,0,0,0,0,0,Adventure,2005,0,1
3382,3382,genji-days-of-the-blade,55.0,5.8,0,0,0,1,0,0,0,0,Adventure,2006,0,1
3383,3383,genma-onimusha,83.0,8.6,0,0,0,0,0,1,0,0,Adventure,2002,0,1
3384,3384,geometry-wars-3-dimensions,85.0,7.4,1,0,0,1,1,0,1,1,Arcade,2014,1,1
3387,3387,geometry-wars-retro-evolved-2,90.0,8.3,0,0,0,0,0,1,0,0,Shooter,2008,0,1
3388,3388,geon-emotions,59.0,8.5,0,0,0,0,0,1,0,0,Arcade,2007,1,1
3389,3389,george-of-the-jungle-and-the-search-for-the-secret,35.0,4,0,0,1,0,0,0,0,0,Platform,2008,0,1
3390,3390,get-even,75.0,7.6,1,0,0,0,1,0,0,1,Adventure,2017,0,1
3391,3391,get-on-da-mic,49.0,6.3,0,0,1,0,0,0,0,0,Music,2004,0,0
3395,3395,ghostbusters-sanctum-of-slime,45.0,3.4,1,0,0,1,0,0,1,0,Adventure,2011,0,1
3396,3396,ghostbusters-the-video-game,79.0,8.5,1,0,1,1,0,0,1,0,Adventure,2009,1,1
3397,3397,ghostbusters-the-video-game-remastered,72.0,6.6,1,0,0,0,1,0,0,1,Adventure,2019,0,1
3399,3399,ghosthunter,69.0,8.7,0,0,1,0,0,0,0,0,Shooter,2003,0,1
3401,3401,ghost-in-the-shell-stand-alone-complex,61.0,7.6,0,0,1,0,0,0,0,0,Shooter,2004,0,0
3403,3403,ghost-master,81.0,7.8,1,0,1,0,0,1,0,0,Puzzle,2003,0,1
3404,3404,ghost-of-a-tale,75.0,8.4,1,0,0,0,1,0,0,1,Adventure,2018,0,1
3405,3405,ghost-pirates-of-vooju-island,66.0,5.8,1,0,0,0,0,0,0,0,Adventure,2015,0,1
3406,3406,ghost-rider,54.0,6.6,0,0,1,0,0,0,0,0,Adventure,2007,0,1
3409,3409,giana-sisters-dream-runners,32.0,4.7,1,1,0,0,0,0,0,1,Arcade,2015,1,1
3410,3410,giana-sisters-twisted-dreams,77.0,7.7,1,1,0,0,0,1,0,0,Adventure,2012,1,1
3412,3412,giants-citizen-kabuto,85.0,8.7,1,0,1,0,0,0,0,0,Adventure,2000,1,1
3414,3414,gigantic,76.0,8.4,1,0,0,0,0,0,0,1,Real Time Strategy (RTS),2017,1,0
3415,3415,gigantic-army,73.0,6.4,1,0,0,0,0,0,0,0,Arcade,2010,0,1
3420,3420,gish,80.0,7.1,1,0,0,0,0,0,0,0,Adventure,2004,1,1
3421,3421,gitaroo-man,82.0,8.7,0,0,1,0,0,0,0,0,Music,2001,1,0
3422,3422,gitaroo-man-lives,80.0,8.5,0,1,0,0,0,0,0,0,Music,2006,0,0
3423,3423,gladiator-begins,59.0,8,0,1,0,0,0,0,0,0,Fighting,2010,1,1
3425,3425,gladiator-sword-of-vengeance,69.0,7.5,1,0,1,0,0,1,0,0,Adventure,2003,0,1
3426,3426,gladius,82.0,7.9,0,0,1,0,0,1,0,0,Role-playing (RPG),2003,0,1
3427,3427,global-agenda,70.0,7.9,1,0,0,0,0,0,0,0,Role-playing (RPG),2010,1,0
3428,3428,global-operations,79.0,7.7,1,0,0,0,0,0,0,0,Shooter,2002,1,1
3433,3433,glory-of-the-roman-empire,66.0,7.3,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2006,0,1
3434,3434,gnog,77.0,6.9,1,0,0,0,1,0,0,0,Adventure,2017,0,1
3435,3435,goat-simulator,62.0,6.6,1,0,0,0,1,0,1,1,Indie,2014,1,1
3436,3436,goblin-commander-unleash-the-horde,71.0,7.8,0,0,1,0,0,1,0,0,Real Time Strategy (RTS),2003,0,1
3437,3437,godai-elemental-force,27.0,3.7,0,0,1,0,0,0,0,0,Hack and slash/Beat 'em up,2002,0,0
3439,3439,god-eater-3,74.0,7.1,1,0,0,0,1,0,0,0,Role-playing (RPG),2018,1,1
3440,3440,god-eater-resurrection,70.0,7,1,0,0,0,1,0,0,0,Hack and slash/Beat 'em up,2015,0,1
3441,3441,god-factory-wingmen,76.0,6.6,1,0,0,0,0,0,0,0,Indie,2014,1,0
3442,3442,god-hand,73.0,9.2,0,0,1,0,0,0,0,0,Fighting,2006,0,1
3443,3443,god-mode,58.0,6.8,1,0,0,0,0,0,0,0,Shooter,2013,1,1
3444,3444,god-of-war,94.0,9.1,0,0,1,1,0,0,0,0,Adventure,2005,0,1
3445,3445,god-of-war-ascension,80.0,7.6,0,0,0,1,0,0,0,0,Adventure,2013,1,1
3446,3446,god-of-war-chains-of-olympus,91.0,8.6,0,0,0,1,0,0,0,0,Adventure,2008,0,1
3448,3448,god-of-war-ghost-of-sparta,86.0,8.7,0,0,0,1,0,0,0,0,Adventure,2010,0,1
3449,3449,god-of-war-ii,93.0,8.9,0,0,1,1,0,0,0,0,Adventure,2007,0,1
